search_rank,case_title,unodc_case_number,canonical_url,url_path_crime_type,fact_summary_status,has_english_fact_summary,has_any_fact_summary,fact_summary_variant_count,fact_summary_language_count,fact_summary_languages,has_sidebar_acts,sidebar_acts_count,has_sidebar_means,sidebar_means_count,has_sidebar_purpose,sidebar_purpose_count,has_legacy_keyword_acts,legacy_keyword_acts_count,has_legacy_keyword_means,legacy_keyword_means_count,has_legacy_keyword_purpose,legacy_keyword_purpose_count,has_victim_or_person_role_section,person_role_section_count,person_role_record_count,has_defendant_or_respondent_section,defendant_respondent_section_count,defendant_respondent_record_count,has_charges_claims_decisions,charge_subject_record_count,charge_record_count,has_court,tabbed_section_count,tabbed_pane_count,multi_pane_section_count,multilingual_section_count,multilingual_section_labels,crime_type_badge_count,parse_warning_count,parse_warning_severity_count,parse_warning_codes,overall_parse_status
416,CRIM. CASE NO. 12574,PHL056,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2012/crim._case_no._12574.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4,1,1,6,1,6,6,1,0,0,0,0,,1,0,0,,FOUND
417,CRIM. CASES NOS. 134741 and 134741-A,PHL015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2012/crim._cases_nos._134741_and_134741-a.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,4,1,1,1,1,4,1,1,3,1,3,6,1,0,0,0,0,,1,0,0,,FOUND
418,R v. N. and R v. Le,GBR014,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2012/r_v._n._and_r_v._le.html,drugcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,2,0,0,0,1,1,2,1,2,2,1,0,0,0,0,,2,0,0,,FOUND
419,Case No. II Aka 15/12,POL021,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2012/case_no._ii_aka_1512.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,2,1,1,5,1,1,7,1,7,12,1,0,0,0,0,,1,0,0,,FOUND
420,Case No. 1-305-11,UKR017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2012/case_no._1-305-11_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
421,Case No. 281-12,GEO005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/geo/2012/case_no._281-12.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,5,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
422,Garcia,BLZ002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/blz/2012/garcia.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
423,Case No. K-133/11 (2012),SRB032,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2012/case_no._k-13311_2012.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,1,0,0,1,4,1,3,1,1,1,1,2,1,1,4,1,4,8,1,0,0,0,0,,1,0,0,,FOUND
424,R v N.R.,JAM002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/jam/2012/r_v_n.r..html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,,1,0,0,,FOUND
425,Mavericks Revue CC and Others v Director General of the Department of Home Affairs and Another,ZAF003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2012/_mavericks_revue_cc_and_others_v_director_general_of_the_department_of_home_affairs_and_another.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
426,Case No. 1-1416-28,UKR016,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2012/case_no._1-1416-28.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,1,1,1,2,1,2,4,1,0,0,0,0,,1,0,0,,FOUND
427,ACR 8574- PE (2002.83.00.008963-9),BRA058,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2012/acr_8574-_pe_2002.83.00.008963-9.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
428,Orellana,BLZ003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/blz/2012/orellana_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
429,CR.1939/2011,LSO002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/lso/2012/cr.19392011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
430,ACR 6930- PE (2004.83.00.007499-2),BRA065,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2012/acr_6930-_pe_2004.83.00.007499-2.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,4,1,4,8,1,0,0,0,0,,2,0,0,,FOUND
431,1-12-700,EST007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/est/2012/1-12-700.html,traffickingpersonscrimetype,SECTION_ABSENT,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,11,1,11,11,1,0,0,0,0,,1,0,0,,FOUND
432,Case No. 1-281-11,UKR015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2012/case_no._1-281-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
433,"United States v. Warren, 2014 WL 3805664 (D. Minn. Aug. 1, 2014)",USA169,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2012/united_states_v._warren_2014_wl_3805664_d._minn._aug._1_2014.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
434,Case No. 1-280-11,UKR014,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2012/case_no._1-280-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,2,1,2,6,1,0,0,0,0,,1,0,0,,FOUND
435,Sageer & Others v. State of U.P. & Others,IND020,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2012/sageer_others_v._state_of_u.p._others.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
436,Case No. 3067/2011,BGR010,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2012/case_no._30672011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,4,1,1,1,1,1,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
437,#1/6449-11,GEO003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/geo/2011/16449-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
438,#1/6448-11,GEO001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/geo/2011/16448-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
439,Chile v. M.A.M.W.,CHL006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chl/2011/chile_v._m.a.m.w..html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,0,0,1,1,1,1,2,1,1,1,1,1,1,1,3,6,3,3,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features,1,0,0,,FOUND
440,ECLI:NL:HR:2011:BR0448,NLD008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nld/2011/eclinlhr2011br0448_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
441,Causa n° 14.280,ARG003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_14.280.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1,1,1,2,1,2,2,1,7,14,7,7,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Charges / Claims / Decisions|Procedural Information|Sources / Citations,1,0,0,,FOUND
442,3 Tdo 105/2011,CZE001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2011/3_tdo_1052011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,2,1,2,4,1,0,0,0,0,,1,0,0,,FOUND
443,ADD N. 88/11,TGO001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tgo/2011/add_n._8811.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|fr,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,3,1,3,3,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features|Sources / Citations,1,0,0,,FOUND
444,Exp. N 135/10,ARG048,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/exp._n_13510.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,4,1,3,1,1,1,1,5,1,1,3,1,3,3,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Procedural Information|Sources / Citations,1,0,0,,FOUND
445,Processo nº 0001389-24.2002.4.03.6113,BRA019,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2011/processo_n_0001389-24.2002.4.03.6113.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
446,"Ministère public c. Martinez et autres N° 11/1185,",FRA011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2011/ministere_public_c._martinez_et_autres_n_111185.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|fr,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,5,1,5,6,1,6,12,6,6,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
447,Case No. 1-1522-2027-11,UKR013,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-1522-2027-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
448,ECLI:NL:HR:2011:BP9394,NLD003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nld/2011/eclinlhr2011bp9394.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,2,1,3,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
449,CRIM. CASE NO. Q-10-167293,PHL042,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._q-10-167293.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,5,1,1,1,1,3,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
450,Processo n 0017108-17.2010.4.05.0000,BRA041,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2011/processo_n_0017108-17.2010.4.05.0000.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
451,Processo no. 004159-81.2005.4.05.8100,BRA018,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2011/processo_no._004159-81.2005.4.05.8100.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,0,0,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
452,"United States v. Webster, Case No 08-30311",USA148,https://www.unodc.org/cld/case-law-doc/drugcrimetype/usa/2011/united_states_v._webster_case_no_08-30311.html,drugcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
453,Case No. 1-148-11,UKR012,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-148-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,2,1,2,3,1,0,0,0,0,,1,0,0,,FOUND
454,CRIM. CASE NO. CBU-86668,PHL037,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._cbu-86668.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,7,1,1,4,1,4,4,1,0,0,0,0,,1,0,0,,FOUND
455,Processo n 2005.70.00.032242-8,BRA033,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/processo_n_2005.70.00.032242-8.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,0,0,1,1,1,1,4,1,1,6,1,6,7,1,0,0,0,0,,2,0,0,,FOUND
456,11-129361MED-OTIR/07,NOR003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2011/11-129361med-otir07.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
457,"CRIM. CASE NO. 65, 507-09",PHL053,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._65_507-09.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
458,The People Vs. Saidi Hamidu Mustaph 2SP/179/2009,ZMB001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zmb/2011/the_people_vs._saidi_hamidu_mustaph_2sp1792009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,0,0,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,1,0,0,,FOUND
459,Case No. 1497-2011,GTM003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gtm/2011/case_no._1497-2011.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,3,1,3,3,1,10,20,10,10,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Charges / Claims / Decisions|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
460,Case No. 1-50-11,UKR011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-50-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,4,1,1,1,1,5,1,1,3,1,3,6,1,0,0,0,0,,1,0,0,,FOUND
461,Ho v The Queen; Leech v The Queen [2011] VSCA 344 as related to DPP (Cth) v Ho & Ho [2009] VSC 437,AUS007,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/aus/2011/ho_v_the_queen_leech_v_the_queen_2011_vsca_344_as_related_to_dpp_cth_v_ho_ho_2009_vsc_437.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,4,1,1,1,1,5,1,1,4,1,4,11,1,0,0,0,0,,2,0,0,,FOUND
462,Ho v The Queen; Leech v The Queen [2011] VSCA 344 as related to DPP (Cth) v Ho & Leech [2009] VSC 495,AUS008,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/aus/2011/ho_v_the_queen_leech_v_the_queen_2011_vsca_344_as_related_to_dpp_cth_v_ho_leech_2009_vsc_495.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,4,1,1,1,1,1,1,1,2,1,2,3,1,0,0,0,0,,2,0,0,,FOUND
463,"United States v. Booker, 447 Fed. Appx. 726 (7th Cir. Wis. 2011)",USA171,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._booker_447_fed._appx._726_7th_cir._wis._2011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
464,ACR 200451015370097RJ,BRA118,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/acr_200451015370097rj.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,2,0,0,,FOUND
465,Abaunza and Zelaya,NIC003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/abaunza_and_zelaya.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features|Sources / Citations,1,0,0,,FOUND
466,Processo 2306,ARG041,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/processo_2306.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,7,1,7,7,1,4,8,4,4,Fact Summary|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
467,Dosar nr. 1ra – 663/2011,MDA048,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/dosar_nr._1ra_6632011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
468,KO R 11/1073,FIN007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2011/ko_r_111073.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
469,Case No B 1834-11,SWE023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2011/case_no_b_1834-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,1,1,1,2,1,2,5,1,0,0,0,0,,2,0,0,,FOUND
470,United States of America v. L.I.R.,USAx120,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_of_america_v._l.i.r..html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,,FOUND
471,IV KK 162/11,POL011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2011/iv_kk_16211.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,3,1,3,15,1,0,0,0,0,,2,0,0,,FOUND
472,Case nº 3148/10,ARG034,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/case_n_314810.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,1,1,1,4,1,2,1,1,1,1,1,1,1,3,1,3,3,1,6,12,6,5,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Procedural Information|Sources / Citations,1,3,3,DUPLICATE_TAB_PANE_ID|DUPLICATE_TAB_HREF|TAB_GROUP_MULTIPLE_ACTIVE_PANES,PARTIAL
473,No or Nok Moen,THA009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2011/no_or_nok_moen.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
474,ACR 200850010049016ES,BRA126,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2011/acr_200850010049016es.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
475,Case No. 2158/2011,BGR002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2011/case_no._21582011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,3,1,3,8,1,0,0,0,0,,1,0,0,,FOUND
476,Case No. 11-1602-2011,UKR010,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._11-1602-2011.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
477,CRIM. CASE NO. Q-06-142283,PHL048,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._q-06-142283.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
478,1 T 194/2011,SVK004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2011/1_t_1942011_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
479,G.R. NO. 195419,PHL004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/g.r._no._195419.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,3,1,3,6,1,0,0,0,0,,1,0,0,,FOUND
480,Causa 2422,ARG037,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_2422.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,1,1,1,1,1,1,11,1,1,3,1,3,3,1,4,8,4,4,Fact Summary|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
481,Case No. 11-1686-11,UKR009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._11-1686-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
482,Case of Nikulinas,BLR002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/blr/2011/case_of_nikulinas_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
483,Sentencia No. 55/11,ARG015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/sentencia_no._5511.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
484,Causa n° 12.967,ARG004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_12.967.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
485,Asha Tamang v. State of West Bengal,IND031,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2011/asha_tamang_v._state_of_west_bengal_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,2,0,0,,FOUND
486,Case No. 1-209-11,UKR008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-209-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
487,Causa No. 392-C-2011,ARG017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_no._392-c-2011.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,8,4,3,Fact Summary|Defendants / Respondents in the first instance|Procedural Information,1,3,3,DUPLICATE_TAB_PANE_ID|DUPLICATE_TAB_HREF|TAB_GROUP_MULTIPLE_ACTIVE_PANES,PARTIAL
488,Causa n°1264 - 10,ARG025,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n1264_-_10.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,1,3,1,1,1,1,2,1,1,4,1,4,4,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Procedural Information|Sources / Citations,1,0,0,,FOUND
489,United States v. Medrano,USA023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._medrano.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
